,testdata,fea,k,ari,f1,labled,acc
M3_80_Drop-Seq,Drop-Seq,M3,80,0.011332557801445127,0.5525766191193411,0.21476571849397036,0.9252036005143592
M3_100_Drop-Seq,Drop-Seq,M3,100,0.039800977318747974,0.5492849717797255,0.23013900395839088,0.8964
M3_150_Drop-Seq,Drop-Seq,M3,150,0.0342074570345733,0.5898464349312881,0.2062505753475099,0.9118500334746709
M3_200_Drop-Seq,Drop-Seq,M3,200,0.053710042448876914,0.5791112648436461,0.21904630396759642,0.9043916789241437
M3_250_Drop-Seq,Drop-Seq,M3,250,0.07559505726068215,0.5798923191437095,0.22355702844518088,0.9052913320980028
M3_300_Drop-Seq,Drop-Seq,M3,300,0.10516492968816325,0.5847008703809455,0.22295866703488906,0.9050371593724195
HV_20_Drop-Seq,Drop-Seq,HV,20,0.003210112820804121,,0.0,
HV_50_Drop-Seq,Drop-Seq,HV,50,0.008390049943894872,,0.0,
HV_80_Drop-Seq,Drop-Seq,HV,80,0.010411768207059163,,0.0,
HV_100_Drop-Seq,Drop-Seq,HV,100,0.002267895942168408,,0.0,
HV_150_Drop-Seq,Drop-Seq,HV,150,0.00888238554922071,,0.0,
HV_200_Drop-Seq,Drop-Seq,HV,200,0.009159703660171664,,0.0,
HV_250_Drop-Seq,Drop-Seq,HV,250,0.02405643426752287,1.0,0.00027616680475006904,1.0
HV_300_Drop-Seq,Drop-Seq,HV,300,0.030100143775085828,,0.0,
zscore_20_Drop-Seq,Drop-Seq,zscore,20,0.1636599685155872,0.30619124604596776,0.11074288870477769,0.8965087281795511
zscore_50_Drop-Seq,Drop-Seq,zscore,50,0.15101903476398199,0.4052094151186399,0.13145539906103287,0.9110644257703081
zscore_80_Drop-Seq,Drop-Seq,zscore,80,0.1536267441288545,0.42856282530233153,0.15092515879591273,0.9170478804513571
zscore_100_Drop-Seq,Drop-Seq,zscore,100,0.1462986494795523,0.4442367826890707,0.16367485961520759,0.9170416197975253
zscore_150_Drop-Seq,Drop-Seq,zscore,150,0.11412372494938001,0.4566357364186358,0.1705790297339593,0.9152725310307609
zscore_200_Drop-Seq,Drop-Seq,zscore,200,0.15185721520942252,0.4545218741480912,0.1762864770321274,0.9182767624020888
zscore_250_Drop-Seq,Drop-Seq,zscore,250,0.15209430362204235,0.45399133563928573,0.17817361686458622,0.9199173340222164
zscore_300_Drop-Seq,Drop-Seq,zscore,300,0.11234707053038094,0.46260219181407786,0.1744453650004603,0.920844327176781
ENT_20_Drop-Seq,Drop-Seq,ENT,20,0.16338691239460512,0.29363302508738554,0.017352480898462672,0.843501326259947
ENT_50_Drop-Seq,Drop-Seq,ENT,50,0.18961403006231822,0.7018361194770005,0.15594218908220564,0.9138134592680047
ENT_80_Drop-Seq,Drop-Seq,ENT,80,0.21945473359404333,0.6859224059126802,0.2121421338488447,0.8947711000216967
ENT_100_Drop-Seq,Drop-Seq,ENT,100,0.2199700397373196,0.6864024316769721,0.21292460646230324,0.8940769563337657
ENT_150_Drop-Seq,Drop-Seq,ENT,150,0.2199143233734982,0.68490104578514,0.2090122433950106,0.8940761946707774
ENT_200_Drop-Seq,Drop-Seq,ENT,200,0.21991996311409362,0.6855907534517174,0.21246432845438645,0.8942807625649913
ENT_250_Drop-Seq,Drop-Seq,ENT,250,0.2199143233734982,0.6848873555943834,0.21122157783301113,0.894312486380475
ENT_300_Drop-Seq,Drop-Seq,ENT,300,0.2200536126981556,0.6854952684076219,0.21223418945042805,0.8945998698763825
f_20_inDrop,inDrop,f,20,0.30931519561571397,0.5819838389336564,0.17909484745137802,0.9271744724652599
f_50_inDrop,inDrop,f,50,0.2939060738012452,0.7445979437243802,0.336160014747903,0.9296682204551686
f_80_inDrop,inDrop,f,80,0.2955548092656921,0.820731317473523,0.292976311180754,0.9233915368884694
f_100_inDrop,inDrop,f,100,0.2943068882240267,0.836268243467095,0.2761544842842658,0.9238985313751669
f_150_inDrop,inDrop,f,150,0.30634844307292775,0.8279904240235721,0.2700709742833441,0.9223549488054608
f_200_inDrop,inDrop,f,200,0.3158996459299294,0.8354482424811006,0.26804313761637016,0.9262379642365888
f_250_inDrop,inDrop,f,250,0.15149707667080162,0.7179437397555412,0.260438750115218,0.9159440806936825
f_300_inDrop,inDrop,f,300,0.12578924915910453,0.7205235902321715,0.2643561618582358,0.9159693165969317
chi2_20_inDrop,inDrop,chi2,20,0.17620176937024962,0.4676748879843762,0.12927458751958706,0.9258467023172906
chi2_50_inDrop,inDrop,chi2,50,0.04201538524281412,0.5468720984331482,0.2393769010968753,0.9206777050442818
chi2_80_inDrop,inDrop,chi2,80,0.0430836893793483,0.6114947379856502,0.23969951147571206,0.915400884445299
chi2_100_inDrop,inDrop,chi2,100,0.1611342308546498,0.6525258990890388,0.26053092450917137,0.9138510525384751
chi2_150_inDrop,inDrop,chi2,150,0.1473613224473032,0.6692906604725445,0.27458751958705874,0.914568647197046
chi2_200_inDrop,inDrop,chi2,200,0.14964469293250834,0.6921522715165666,0.28417365655820814,0.9174505351929938
chi2_250_inDrop,inDrop,chi2,250,0.15357284289575576,0.6974026347460532,0.2902110793621532,0.9172621883436557
chi2_300_inDrop,inDrop,chi2,300,0.14807333015261548,0.7089872138024256,0.28684671398285555,0.9174164524421594
MATTE_20_inDrop,inDrop,MATTE,20,0.21944015134518566,0.5565609731493035,0.24158908655175593,0.8994658527279664
MATTE_50_inDrop,inDrop,MATTE,50,0.33337765126677527,0.7868815380564994,0.503456539773251,0.9171548883192969
MATTE_80_inDrop,inDrop,MATTE,80,0.3312966329093348,0.8034981155170621,0.6620425845700064,0.9138879220327184
MATTE_100_inDrop,inDrop,MATTE,100,0.3315249911242302,0.8063983101352732,0.6677113097981381,0.9185532854776367
MATTE_150_inDrop,inDrop,MATTE,150,0.31878257615301464,0.8651598980928811,0.6586782191907088,0.9242233417296389
MATTE_200_inDrop,inDrop,MATTE,200,0.3154187906344784,0.8916536339982034,0.6461885888100286,0.9259681905712859
MATTE_250_inDrop,inDrop,MATTE,250,0.32229567446493307,0.8895533232666494,0.6658678219190709,0.9273255813953488
MATTE_300_inDrop,inDrop,MATTE,300,0.32675194833175614,0.8956163569655736,0.6617199741911697,0.9286112271904164
NB_20_inDrop,inDrop,NB,20,0.030677588960201764,1.0,0.0010139183334869574,1.0
NB_50_inDrop,inDrop,NB,50,0.04072721265725678,1.0,0.03203060189879252,1.0
NB_80_inDrop,inDrop,NB,80,0.041503880736687454,1.0,0.032998433035302796,1.0
NB_100_inDrop,inDrop,NB,100,0.040751946347076164,0.666455562592358,0.037284542354134025,0.9987639060568603
NB_150_inDrop,inDrop,NB,150,0.040604512613339444,1.0,0.033413217808092914,1.0
NB_200_inDrop,inDrop,NB,200,0.04059676563208348,1.0,0.0042400221218545486,1.0
NB_250_inDrop,inDrop,NB,250,0.04067246927988418,1.0,0.03345930500506959,1.0
NB_300_inDrop,inDrop,NB,300,0.04159494500285932,1.0,0.033597566595999634,1.0
M3_20_inDrop,inDrop,M3,20,0.19749830225954698,0.6099777418087606,0.21084892616831044,0.9252459016393443
M3_50_inDrop,inDrop,M3,50,0.009125900660118029,0.5785798127218943,0.2583187390542907,0.9200713648528099
M3_80_inDrop,inDrop,M3,80,0.008750529573785179,0.5900659743639739,0.27269794451101487,0.914821700185905
M3_100_inDrop,inDrop,M3,100,0.011079765750318844,0.6016525772142933,0.28597105724029864,0.8975020145044319
M3_150_inDrop,inDrop,M3,150,0.047779036620904186,0.6242257486809969,0.25716655912987374,0.9050179211469535
M3_200_inDrop,inDrop,M3,200,0.04923700938324721,0.6336170877788833,0.2644022490552125,0.8971587937946662
M3_250_inDrop,inDrop,M3,250,0.04969100794560031,0.647554570448805,0.26458659784311916,0.9036753178888696
M3_300_inDrop,inDrop,M3,300,0.1600353455921751,0.6504240925720771,0.26767444004055674,0.9034090909090909
HV_20_inDrop,inDrop,HV,20,0.007249022236269108,,0.0,
HV_50_inDrop,inDrop,HV,50,0.006054367230583709,,0.0,
HV_80_inDrop,inDrop,HV,80,0.0075601862445044115,,0.0,
HV_100_inDrop,inDrop,HV,100,-0.0056002375928321775,,0.0,
HV_150_inDrop,inDrop,HV,150,0.003506059044907265,,0.0,
HV_200_inDrop,inDrop,HV,200,0.003429907835018826,,0.0,
HV_250_inDrop,inDrop,HV,250,0.021216296975622637,1.0,0.0017052262881371554,1.0
HV_300_inDrop,inDrop,HV,300,0.02500707757293185,1.0,0.0005069591667434787,1.0
zscore_20_inDrop,inDrop,zscore,20,0.16664149043801774,0.2908307447325134,0.1825053000276523,0.8601010101010101
zscore_50_inDrop,inDrop,zscore,50,0.15051024663977577,0.38913443796441977,0.19550188957507605,0.8752946723243753
zscore_80_inDrop,inDrop,zscore,80,0.15425501482723933,0.4006108113987887,0.21564199465388514,0.877110493695234
zscore_100_inDrop,inDrop,zscore,100,0.15320455143922868,0.4286778567379745,0.23094294405014287,0.8704849331470764
zscore_150_inDrop,inDrop,zscore,150,0.15489519998216308,0.4410483877949482,0.23698036685408794,0.8716452742123687
zscore_200_inDrop,inDrop,zscore,200,0.15496865174518806,0.44214707386349855,0.24790303253756107,0.8696783788808329
zscore_250_inDrop,inDrop,zscore,250,0.15574199737161426,0.44026595354431003,0.2468891142040741,0.8728766100429345
zscore_300_inDrop,inDrop,zscore,300,0.1080967695237515,0.44994803842535647,0.25071435155313854,0.8740808823529411
ENT_20_inDrop,inDrop,ENT,20,0.15722313511806094,0.3317867293349724,0.02534795833717393,0.769090909090909
ENT_50_inDrop,inDrop,ENT,50,0.1972958622950053,0.6936815560988353,0.1596460503272191,0.8689376443418014
ENT_80_inDrop,inDrop,ENT,80,0.25565902012403985,0.7574309093487027,0.1809844225274219,0.8790425261013496
ENT_100_inDrop,inDrop,ENT,100,0.25598163785159844,0.7482702964736291,0.180247027375795,0.8798261314241882
ENT_150_inDrop,inDrop,ENT,150,0.2552847108466521,0.7648679595445098,0.17969398101207484,0.8804821749166453
ENT_200_inDrop,inDrop,ENT,200,0.25625946532925065,0.7647936627791875,0.17932528343626142,0.8802364430737599
ENT_250_inDrop,inDrop,ENT,250,0.2555950691040775,0.748997053257443,0.1777583187390543,0.8820326678765881
ENT_300_inDrop,inDrop,ENT,300,0.25582152049919077,0.7483565580051743,0.18084616093649183,0.8802242609582059
f_20_Seq-Well,Seq-Well,f,20,0.15248507878815773,0.7180434106830083,0.14510854998659878,0.9423716291097155
f_50_Seq-Well,Seq-Well,f,50,0.26182907001048755,0.8332440378528011,0.3347627981774323,0.9340272217774219
f_80_Seq-Well,Seq-Well,f,80,0.2943268584440194,0.8443572043557802,0.336692575716966,0.9296290399617895
f_100_Seq-Well,Seq-Well,f,100,0.2928436303931099,0.6935342095928861,0.3215759849906191,0.9278213035505918
f_150_Seq-Well,Seq-Well,f,150,0.28673820530433713,0.6691758455593684,0.3170731707317073,0.9245984784446323
f_200_Seq-Well,Seq-Well,f,200,0.289277498861402,0.6753905320263051,0.31841329402305013,0.9277777777777778
f_250_Seq-Well,Seq-Well,f,250,0.12354213721777174,0.574190386703275,0.24111498257839722,0.918852823477101
f_300_Seq-Well,Seq-Well,f,300,0.12273690607080266,0.585771286128587,0.24411685875100508,0.9200702678963548
chi2_20_Seq-Well,Seq-Well,chi2,20,0.18462499987905126,0.5716642227645831,0.11541141785044225,0.9437993497445425
chi2_50_Seq-Well,Seq-Well,chi2,50,0.04651058138239383,0.620000438952659,0.2119002948271241,0.965595750063243
chi2_80_Seq-Well,Seq-Well,chi2,80,0.04907600424795334,0.6692575502237342,0.21163227016885552,0.9569402228976697
chi2_100_Seq-Well,Seq-Well,chi2,100,0.05206729774625271,0.5625793676245326,0.23939962476547844,0.9332736229287953
chi2_150_Seq-Well,Seq-Well,chi2,150,0.057538912977015355,0.5601230491014463,0.249906191369606,0.9236379236379236
chi2_200_Seq-Well,Seq-Well,chi2,200,0.059516044845720324,0.5568480588459811,0.2565532028946663,0.9203928123694107
chi2_250_Seq-Well,Seq-Well,chi2,250,0.06066081486712015,0.5628053192375152,0.26561243634414367,0.9227043390514632
chi2_300_Seq-Well,Seq-Well,chi2,300,0.06101624906520489,0.5664075885172174,0.2643259179844546,0.9233421212735753
MATTE_20_Seq-Well,Seq-Well,MATTE,20,0.2001045890827826,0.46911934759534096,0.22632002144197266,0.9019422074846044
MATTE_50_Seq-Well,Seq-Well,MATTE,50,0.3805357596345227,0.7661325979285198,0.5246850710265344,0.9285860237024929
MATTE_80_Seq-Well,Seq-Well,MATTE,80,0.40001297738068836,0.7674469614529871,0.7077459126239614,0.9201696584109672
MATTE_100_Seq-Well,Seq-Well,MATTE,100,0.4016667720711395,0.7703210062603446,0.7156258375770571,0.9235205992509363
MATTE_150_Seq-Well,Seq-Well,MATTE,150,0.3952459608241959,0.7755913416110479,0.7062985794693112,0.9286581663630844
MATTE_200_Seq-Well,Seq-Well,MATTE,200,0.34262581148412535,0.777109783747307,0.6973465558831412,0.9314320854792836
MATTE_250_Seq-Well,Seq-Well,MATTE,250,0.3969829908791733,0.7817644577410577,0.7103725542749934,0.9338213099909448
MATTE_300_Seq-Well,Seq-Well,MATTE,300,0.39512872387978837,0.7822906879784005,0.6967032967032967,0.9340617065476648
NB_20_Seq-Well,Seq-Well,NB,20,0.03612996228160829,1.0,0.004931653712141517,1.0
NB_50_Seq-Well,Seq-Well,NB,50,0.05035138583253606,1.0,0.03495041543822032,1.0
NB_80_Seq-Well,Seq-Well,NB,80,0.05222613590316985,1.0,0.017207183060841597,1.0
NB_100_Seq-Well,Seq-Well,NB,100,0.051048520480801385,1.0,0.0006432591798445457,1.0
NB_150_Seq-Well,Seq-Well,NB,150,0.051820769216125516,1.0,0.03414634146341464,1.0
NB_200_Seq-Well,Seq-Well,NB,200,0.04003053758041759,1.0,0.03484320557491289,1.0
NB_250_Seq-Well,Seq-Well,NB,250,0.04010994636966648,0.6664475126013588,0.04433127847761994,0.9987908101571947
NB_300_Seq-Well,Seq-Well,NB,300,0.04162527179100052,1.0,0.03854194585901903,1.0
M3_20_Seq-Well,Seq-Well,M3,20,0.21001791317799784,0.46731099035670015,0.20364513535245243,0.8976046327981048
M3_50_Seq-Well,Seq-Well,M3,50,0.014821173167343368,0.6322448120303675,0.238917180380595,0.9400942337895445
M3_80_Seq-Well,Seq-Well,M3,80,0.014565608434174284,0.6351233913085673,0.25365853658536586,0.93385460693153
M3_100_Seq-Well,Seq-Well,M3,100,0.01587278536277052,0.650475442255424,0.26630930045564194,0.9146537842190016
M3_150_Seq-Well,Seq-Well,M3,150,0.017906319765537748,0.6999950807287394,0.2366121683194854,0.935432714091527
M3_200_Seq-Well,Seq-Well,M3,200,0.019782419562793578,0.6890938513917251,0.2450281425891182,0.927805731787355
M3_250_Seq-Well,Seq-Well,M3,250,0.02028522870221996,0.6797968405162531,0.2504422406861431,0.9248715753424658
M3_300_Seq-Well,Seq-Well,M3,300,0.02138371837838225,0.6766372657881152,0.24588582149557758,0.9243514279485503
HV_20_Seq-Well,Seq-Well,HV,20,0.00576399806261914,,0.0,
HV_50_Seq-Well,Seq-Well,HV,50,0.007729954059589162,,0.0,
HV_80_Seq-Well,Seq-Well,HV,80,0.006357668275367522,,0.0,
HV_100_Seq-Well,Seq-Well,HV,100,-0.006861318988511256,,0.0,
HV_150_Seq-Well,Seq-Well,HV,150,0.004335771759898703,,0.0,
HV_200_Seq-Well,Seq-Well,HV,200,-0.005367524559881886,,0.0,
HV_250_Seq-Well,Seq-Well,HV,250,-0.004839323736319115,0.5708556149732621,0.007611900294827124,0.971830985915493
HV_300_Seq-Well,Seq-Well,HV,300,-0.00474718066966499,,0.0,
zscore_20_Seq-Well,Seq-Well,zscore,20,0.125762748471897,0.3632728002048028,0.15658000536049316,0.889763779527559
zscore_50_Seq-Well,Seq-Well,zscore,50,0.1491538619932749,0.4859747831116252,0.1682658804610024,0.9044281618349793
zscore_80_Seq-Well,Seq-Well,zscore,80,0.15068767533964184,0.5053973095116275,0.1889573840793353,0.9092198581560283
zscore_100_Seq-Well,Seq-Well,zscore,100,0.15225118010031205,0.5278871756097494,0.20541409809702493,0.9078810020876826
zscore_150_Seq-Well,Seq-Well,zscore,150,0.15393626227369772,0.544971326345741,0.20964888769766818,0.909741754027103
zscore_200_Seq-Well,Seq-Well,zscore,200,0.15789247622828761,0.5387976501982659,0.21919056553202895,0.9082905355832722
zscore_250_Seq-Well,Seq-Well,zscore,250,0.15834998020708477,0.5496441026126366,0.22664165103189493,0.9079943235572374
zscore_300_Seq-Well,Seq-Well,zscore,300,0.10808759712911187,0.5554834013512672,0.22363977485928704,0.9086768935762224
ENT_20_Seq-Well,Seq-Well,ENT,20,0.10215161163405555,0.29156139934583053,0.02197802197802198,0.8414634146341463
ENT_50_Seq-Well,Seq-Well,ENT,50,0.15714909331114144,0.846947869473154,0.16537121415170195,0.9047001620745543
ENT_80_Seq-Well,Seq-Well,ENT,80,0.26563468766322423,0.7935404540519021,0.22310372554274993,0.8906775588659298
ENT_100_Seq-Well,Seq-Well,ENT,100,0.2638799937059809,0.7942661505246755,0.22144197266148485,0.8917937545388526
ENT_150_Seq-Well,Seq-Well,ENT,150,0.2648886528117644,0.7946647788713962,0.2225140712945591,0.8920741989881956
ENT_200_Seq-Well,Seq-Well,ENT,200,0.2648886528117644,0.7933828585252762,0.22085231841329403,0.8910194174757281
ENT_250_Seq-Well,Seq-Well,ENT,250,0.2648886528117644,0.793710095868206,0.22149557759313857,0.8923039690222653
ENT_300_Seq-Well,Seq-Well,ENT,300,0.26499114559878584,0.794899445753325,0.22272849102117395,0.8924187725631769
f_20_Smart-Seq2,Smart-Seq2,f,20,0.16404327577989408,0.5384097158555634,0.16864343958487768,0.8543171114599686
f_50_Smart-Seq2,Smart-Seq2,f,50,0.2663202949170801,0.7168445439567761,0.3427936037276289,0.8928019771393265
f_80_Smart-Seq2,Smart-Seq2,f,80,0.27849580120937545,0.8021820124767892,0.25876310494546223,0.8950276243093923
f_100_Smart-Seq2,Smart-Seq2,f,100,0.2772559641589851,0.7801140408048438,0.24632002541565182,0.8920894239036974
f_150_Smart-Seq2,Smart-Seq2,f,150,0.2686664643265231,0.7992363619973034,0.2353065762999047,0.8931143114311431
f_200_Smart-Seq2,Smart-Seq2,f,200,0.2681023665350734,0.7930451033429167,0.23096473578311977,0.8970655662540119
f_250_Smart-Seq2,Smart-Seq2,f,250,0.11737771060311891,0.816613988894658,0.20020120724346077,0.9074318963237239
f_300_Smart-Seq2,Smart-Seq2,f,300,0.11750097389289338,0.8207280279361527,0.20337816371915704,0.907836500911221
chi2_20_Smart-Seq2,Smart-Seq2,chi2,20,0.18000895344179438,0.4431012375942666,0.12458964312188923,0.8397790055248618
chi2_50_Smart-Seq2,Smart-Seq2,chi2,50,0.04880942903116005,0.624582603621796,0.21640368526951181,0.9153413261561048
chi2_80_Smart-Seq2,Smart-Seq2,chi2,80,0.05060275203236793,0.6762475022326858,0.21116170708461293,0.9124874623871615
chi2_100_Smart-Seq2,Smart-Seq2,chi2,100,0.1301206517745405,0.7241617071875366,0.22768188075823362,0.9081395348837209
chi2_150_Smart-Seq2,Smart-Seq2,chi2,150,0.10423224293085778,0.7531479185335829,0.2287938155247273,0.9069659800971998
chi2_200_Smart-Seq2,Smart-Seq2,chi2,200,0.10542314699837162,0.7786412959378174,0.23144127925447422,0.9107755662319835
chi2_250_Smart-Seq2,Smart-Seq2,chi2,250,0.10538651487140202,0.7671067086710405,0.23551837339828444,0.9046762589928058
chi2_300_Smart-Seq2,Smart-Seq2,chi2,300,0.10127449068867772,0.7859791895976841,0.23578311977125913,0.9083763754772064
MATTE_20_Smart-Seq2,Smart-Seq2,MATTE,20,0.21844744336355132,0.5571112285244042,0.16864343958487768,0.8847723704866562
MATTE_50_Smart-Seq2,Smart-Seq2,MATTE,50,0.34771325560892063,0.7398901043691318,0.4963465000529493,0.8922551738852145
MATTE_80_Smart-Seq2,Smart-Seq2,MATTE,80,0.3361230489136693,0.8227940095410301,0.613682092555332,0.900862812769629
MATTE_100_Smart-Seq2,Smart-Seq2,MATTE,100,0.3357339634834565,0.7927378331917274,0.6240601503759399,0.9014084507042254
MATTE_150_Smart-Seq2,Smart-Seq2,MATTE,150,0.349374438246928,0.8630958083421727,0.6260722228105475,0.9132273342354533
MATTE_200_Smart-Seq2,Smart-Seq2,MATTE,200,0.31062190953883084,0.8599333091468924,0.6197183098591549,0.915498974709501
MATTE_250_Smart-Seq2,Smart-Seq2,MATTE,250,0.33011436002761424,0.8400617966559901,0.6227893677856613,0.9131950348580173
MATTE_300_Smart-Seq2,Smart-Seq2,MATTE,300,0.3412922208194616,0.8461190442527635,0.6331144763316743,0.9177887429957348
NB_20_Smart-Seq2,Smart-Seq2,NB,20,0.03523798577496705,,0.0,
NB_50_Smart-Seq2,Smart-Seq2,NB,50,0.04770771376766563,0.49966599866399464,0.0396590066716086,0.9986648865153538
NB_80_Smart-Seq2,Smart-Seq2,NB,80,0.04754214027336689,0.4996655518394649,0.03960605739701366,0.9986631016042781
NB_100_Smart-Seq2,Smart-Seq2,NB,100,0.04675320267208328,1.0,0.03065762999046913,1.0
NB_150_Smart-Seq2,Smart-Seq2,NB,150,0.046896439029437964,0.653038073038073,0.045112781954887216,0.9953051643192489
NB_200_Smart-Seq2,Smart-Seq2,NB,200,0.047608265081410715,0.6664478003939593,0.041088637085671925,0.9987113402061856
NB_250_Smart-Seq2,Smart-Seq2,NB,250,0.047684087255541054,0.6664437012263099,0.041671079106216244,0.9987293519695044
NB_300_Smart-Seq2,Smart-Seq2,NB,300,0.048585282226314835,0.6606779527092428,0.04654241236895054,0.9965870307167235
M3_20_Smart-Seq2,Smart-Seq2,M3,20,0.1952247270858569,0.6066278145642359,0.222228105474955,0.8989754586609483
M3_50_Smart-Seq2,Smart-Seq2,M3,50,0.054274431856432985,0.6143551735846818,0.2628401990892725,0.9137792103142627
M3_80_Smart-Seq2,Smart-Seq2,M3,80,0.012116723883639303,0.6161426774651642,0.27395954675420947,0.9078082721298801
M3_100_Smart-Seq2,Smart-Seq2,M3,100,0.013807105623993956,0.6204775064580116,0.2798369162342476,0.9048249763481552
M3_150_Smart-Seq2,Smart-Seq2,M3,150,0.05161959561658193,0.6521657633903725,0.21740972148681564,0.8996590355577204
M3_200_Smart-Seq2,Smart-Seq2,M3,200,0.05560501665920946,0.6730811810279799,0.21793921423276502,0.8950437317784257
M3_250_Smart-Seq2,Smart-Seq2,M3,250,0.05577943252355996,0.6970000815493571,0.21793921423276502,0.8991739552964043
M3_300_Smart-Seq2,Smart-Seq2,M3,300,0.05758644335464247,0.7030342133800186,0.2135973737159801,0.9025780862667327
HV_20_Smart-Seq2,Smart-Seq2,HV,20,0.0026811954853982155,,0.0,
HV_50_Smart-Seq2,Smart-Seq2,HV,50,0.007523318342188076,,0.0,
HV_80_Smart-Seq2,Smart-Seq2,HV,80,0.01001086073918551,,0.0,
HV_100_Smart-Seq2,Smart-Seq2,HV,100,-0.00394436079745706,,0.0,
HV_150_Smart-Seq2,Smart-Seq2,HV,150,-0.003761054731263538,,0.0,
HV_200_Smart-Seq2,Smart-Seq2,HV,200,0.00664530750717784,,0.0,
HV_250_Smart-Seq2,Smart-Seq2,HV,250,-0.0019311025214080193,,0.0,
HV_300_Smart-Seq2,Smart-Seq2,HV,300,-0.001658959517826783,0.827683615819209,0.003282855024886159,0.967741935483871
zscore_20_Smart-Seq2,Smart-Seq2,zscore,20,0.17628607533497825,0.2569044357331676,0.31536587948745104,0.7659503022162525
zscore_50_Smart-Seq2,Smart-Seq2,zscore,50,0.16433347890876,0.3283342877708622,0.31144763316742563,0.7893573614416866
zscore_80_Smart-Seq2,Smart-Seq2,zscore,80,0.16976786304205754,0.35184146717012305,0.33125066186593244,0.7904411764705882
zscore_100_Smart-Seq2,Smart-Seq2,zscore,100,0.16560585711387696,0.38976854307803516,0.34898866885523666,0.7746927628584434
zscore_150_Smart-Seq2,Smart-Seq2,zscore,150,0.16654640667618575,0.3971367380111966,0.3527480673514773,0.7749924947463225
zscore_200_Smart-Seq2,Smart-Seq2,zscore,200,0.16995645619715322,0.3974496686500011,0.36773271206184477,0.7693304535637149
zscore_250_Smart-Seq2,Smart-Seq2,zscore,250,0.1703522987758197,0.40120789347710284,0.37276289314836386,0.7681818181818182
zscore_300_Smart-Seq2,Smart-Seq2,zscore,300,0.11852405461735888,0.40632943755659784,0.36550884252885735,0.7780675068810662
ENT_20_Smart-Seq2,Smart-Seq2,ENT,20,0.1398925487094357,0.2942034133105386,0.05310812241872286,0.5633100697906281
ENT_50_Smart-Seq2,Smart-Seq2,ENT,50,0.16650170037251721,0.5724781226864594,0.17843905538494123,0.6833827893175074
ENT_80_Smart-Seq2,Smart-Seq2,ENT,80,0.2186125419059012,0.6755487004947555,0.16890818595785237,0.7018808777429467
ENT_100_Smart-Seq2,Smart-Seq2,ENT,100,0.21980838335610944,0.6742362889571232,0.16885523668325744,0.700533082470994
ENT_150_Smart-Seq2,Smart-Seq2,ENT,150,0.2184191015522731,0.6760697039750818,0.16700201207243462,0.7041851616994292
ENT_200_Smart-Seq2,Smart-Seq2,ENT,200,0.21982117408046703,0.6739977103212511,0.1678492004659536,0.7003154574132492
ENT_250_Smart-Seq2,Smart-Seq2,ENT,250,0.2196340654680466,0.6758660217608684,0.16800804828973842,0.7024897573274503
ENT_300_Smart-Seq2,Smart-Seq2,ENT,300,0.21865234205865414,0.6741377242909631,0.1685375410356878,0.700282752120641
